name	rawTweet
MusicMiscreant	@JohnDelacour @heidistephens @jamala @shaunwalker7 @guardian The one on this thread from @Malinka1102
IDEFIE	"RT @CERAP_Paris: Here @NTenzer's piece on @Jamala - must-read #Eurovision
#CrimeaIsUkraine
#StopTatarspersecution
#Donotliftsanctions https…"
press_am	Jamala not to perform in Crimea at memorial opening — producer: Ukrainian singer Jamala who won... https://t.co/0c3xCdsJWi via @press_am
avanesov_art	Jamala not to perform in Crimea at memorial opening — producer: Ukrainian singer Jamala who won... https://t.co/FmlfxjYgJ6 via @press_am
hayluram	Jamala not to perform in Crimea at memorial opening — producer: Ukrainian singer Jamala who won... https://t.co/JNaACIzuUZ via @press_am
WikipediaESC	Jamala on English Wikipedia was updated by Arbero. #esc2016 https://t.co/Q5cLCGPR8v
emiliannatt	"RT @OiThatsKoko: Hey ppl, it's fine to have an opinion and to disagree. But saying Jamala ""is not the one who should really win"" is kinda d…"
TetyanaStadnyk	RT this max. Video footage to #Jamala song with evidence of #Russian annexation of #Crimea. everyone deletes it.  https://t.co/CDjPNlYbxO
RevueLeBanquet	"RT @NTenzer: Excellent @michaeldweiss on #Jamala /#conspiracytheories
Also reminds us there r 2 #Russia/s https://t.co/B0rQcngdWj https://t…"
24roseUk	I added a video to a @YouTube playlist https://t.co/QPtVQy77GZ ✪「Nightcore」→ 1944 (Jamala)
bemaksx	#RFERL Jamala Says Song More Artistic Than Political https://t.co/3QteZIuBVl #CentralAsia
KatteSartorius	Congrutilations for @jamala and Ukraine when she win eurovision song contest 2016 in stocholm!!! BIG CONGRATS!!! 🇸🇪🇺🇦🎉👏👌
BBCIndia	"RT @VictoriaLIVE: .@jamala, #Eurovision winner: ""I don't have any political statement in my song"" #VictoriaLIVE https://t.co/E0thCd2pKM"
MoreEuropeEU	Ukranian #Eurovision winner Jamala reminds us all of the immense impact of culture on peace https://t.co/Tug7MJUPHP https://t.co/UfmqQW87VH
clivewjones14	RT @KyivPost: Photo gallery: #Eurovision winner #Jamala arrives in #Kyiv https://t.co/mYK98yRG2q https://t.co/GHYj4MW36m
MusicMiscreant	@JohnDelacour @Malinka1102 @jamala @guardian @heidistephens Actually *insipid* would describe the @shaunwalker7 better.
dlSanMarino	Eurovision's music drowns out politics: They gave Jamala full points. But the judges in Serbia, Israel, Moldo... https://t.co/62dXLPediH
parkernishar	"RT @VictoriaLIVE: .@jamala, #Eurovision winner: ""I don't have any political statement in my song"" #VictoriaLIVE https://t.co/E0thCd2pKM"
AlbGonzalezM	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
Calimer0c0mplex	"@stopmoslimhaat @jamala @geertwilderspvv 

Eurovision inzending van ISIL
Abbu - Boomtzy Boom
https://t.co/WJDsGozt72"
RevueLeBanquet	RT @EuromaidanPress: Thank you, Jamala #Ukraine https://t.co/uTZCooqe21 https://t.co/v7XINNRGJI
Bareivision	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
zelenyychelove	"RT @JohnDelacour: .@MusicMiscreant @Malinka1102 
For @jamala to say she can’t visit grandpa in #Crimea is simply a LIE 
@shaunwalker7 @guar…"
TopherLoveLarry	RT @EurovisionGod_: This scene will give me goosebumps until the day I die. ❤️😍😭 Thanks for such a masterpiece @jamala. https://t.co/CXgUub…
GregMcBBC	"RT @VictoriaLIVE: .@jamala, #Eurovision winner: ""I don't have any political statement in my song"" #VictoriaLIVE https://t.co/E0thCd2pKM"
StarrOo973	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
charlxtte_dxyle	RT @hazelhowl: After #Eurovision Jamala be like, https://t.co/Vj8L4ZNV72
aldolnyck	RT @Kateryna_Kruk: Russian Coverage of Jamala’s Victory Descends to the Level of Old Soviet Anecdote https://t.co/6C98IzpJNu
Safeyafuad	I bet Jamala was singing about what the Ukrainian army did in the Russian cities :)
therealstannie	"""1944"" by @Eurovision winner @jamala 🇺🇦 https://t.co/g7ySwupU33"
Olf	@jamala Thank you for your song and the link between memories from Schindler's list to Tatar tragedy #EURO2016 #Jamala #Ukraine #shoah
dbescot	@eurovisionpress Jamala is the real winner, end.
DTNGeorgia	DTN Georgia: Jamala Says Song More Artistic Than Political: Ukrainian Eurovision winner Jamala said her song ... https://t.co/tIRFOv0ZH3
Slattecity	RT @Telegraph: 'They kill you all': why Eurovision winner, Jamala, angered Russia with her 1944 song https://t.co/gtqrlo6g2Q https://t.co/Y…
Ukraine_Trends	Jamala Says Song More Artistic Than Political https://t.co/dGa9wTS3Xc
UaNews_online	Jamala Says Song More Artistic Than Political: Ukrainian Eurovision winner Jamala said her song was more abou... https://t.co/mXN7uW5Rye
ampnesia	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
ppsabengel	"RT @marcelsardo: 😂😂 Somebody will hang for this 
In Kiew, Press Conference with #Jamala mistakenly opened with Sergey Lazarev’s Song

https…"
UNPOintl	#Jamala wins 2016 #EurovisionSongContest https://t.co/MHJY5p3IV2 @qhacrimeaqha @CrimeaEU @AbduramanEgiz https://t.co/bMfFR5KtGc
young_queen_1D	RT @APapidaki: @Eurovision @jamala it was unfair... Russia is the real winner!!! It's all about politics!!!
BBmdduc16	"RT @OiThatsKoko: Hey ppl, it's fine to have an opinion and to disagree. But saying Jamala ""is not the one who should really win"" is kinda d…"
BokuIrakli	RT @bbceurovision: Congratulations @jamala ! #Eurovision #Ukraine https://t.co/y2ccv2YNsN
TopherLoveLarry	RT @EurovisionGod_: Jamala slaying Cosmopolitan cover ❤️😍 https://t.co/fKDsCFvn1e
evstefeevs4	Jamala Says Song More Artistic Than Political https://t.co/yqoc6nibxw https://t.co/ntcuyKo9iK
TopherLoveLarry	"RT @jamala: Me on the cover of Cosmopolitan Ukraine!

#jamala #cover_star #cosmopolitan_ukraine https://t.co/qahdnEH3OK"
NATO	Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
ParadeHard	Like this needed confirming. Go build a bridge AND GET OVER IT.  JAMALA won fair and square.  https://t.co/uMtV3kwTd8
reissdjo	"@NATO @jamala 
P O L I T I C A L L Y
M O T I V A T E D"
VKRAOMOVVA	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
antonio_gemelli	"RT @MicroCharmelle: Second left grandfather Jamala!. Ordinary fascist, that ""the tyrant Stalin sent him to Kyrgyzstan""!
@antonio_bordin htt…"
ainarsbr11	RT @bbceurovision: Congratulations @jamala ! #Eurovision #Ukraine https://t.co/y2ccv2YNsN
kirillmironov13	RT @evstefeevs4: Jamala Says Song More Artistic Than Political https://t.co/yqoc6nibxw https://t.co/ntcuyKo9iK
VKRAOMOVVA	@NATO @jamala @YouTube  @UN @secgen @UN_PGA @POTUS @fhollande @xijinpingchn @David_Cameron @KremlinRussia_E  World Need Peace&amp;Prosperity
Romtin_	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
catfitz	Jamala refuses to go to Russian-occupied Crimea for opening of a memorial. https://t.co/EWi7ulGq5X
hotvideoua	https://t.co/zu6thBBFwH Postcard of Jamala (Ukraine) #video #postcard #jamala #ukraine #ukraine #hotvideo #videos
EurovisionGod_	Honey, Jamala won for a reason 😭❤️ Ukraine 2016 forever 🇺🇦🇺🇦 https://t.co/mgtRypsaAD
ramaqid	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
ObamoliniB	What has to do @NATO with a song contest? Oh well even if you like nazis like @jamala I mean.
KozielKacper	RT @EurovisionGod_: This scene will give me goosebumps until the day I die. ❤️😍😭 Thanks for such a masterpiece @jamala. https://t.co/CXgUub…
drreeds	Why is this something @NATO  has to tweet about? Congrats @jamala but what is it to you?
vitola_kristine	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
fredbarnhill	RT @BBCBreaking: Ukraine's Jamala is voted winner of the 2016 Eurovision Song Contest, held in Stockholm, Sweden https://t.co/VXa35BeCzS
tsnowbird5000	RT @GlasnostGone: #Savchenko lawyer @mark_feygin seen Nadiya. Congratulates #Ukraine &amp; #Jamala on #Eurovision win. #FreeSavchenko https://t…
Zaretten	"RT @Malinka1102: @JohnDelacour Sorry? Why? She knew what she was doing
https://t.co/EG14xksxv7
@jamala"
JesusFromMars	RT @GlasnostGone: #Savchenko lawyer @mark_feygin seen Nadiya. Congratulates #Ukraine &amp; #Jamala on #Eurovision win. #FreeSavchenko https://t…
ericlewan	"RT @OiThatsKoko: Hey ppl, it's fine to have an opinion and to disagree. But saying Jamala ""is not the one who should really win"" is kinda d…"
Polennieuwsnl	RT @OS1954: The Guardian view on the #Eurovision song contest: how to protest and survive | Editorial https://t.co/wFi2Em6Ujq @jamala
bcyalcin	hitler after the jamala's victory #eurovision @jamala https://t.co/O7u9apvjTh
ReelNewMedia	I added a video to a @YouTube playlist https://t.co/t879jk5X8X Ukraine's President Petro Poroshenko Awards Singer Jamala After
Crusader_State	@mfa_ukraine @jamala #Ur #allies #Daesh urgently need this #Islamofascist #apologist #ho #succour valiant troops resisting wicked #Russians
ElJonD475	Nice to see the likes outnumbering the dislikes on Jamala's winning 1944. https://t.co/Nau95KCjwR
Zaretten	"Nobody bought her ""Family history"" BS. She entered Eurovision with clear propaganda and got away with it @JohnDelacour @teite99 @jamala"
itsNotMirna	RT @wiwibloggs: France's Le Petit Journal asks candidates — including Iveta, Samra, Poli and Jamala — a series of heated questions https://…
Crusader_State	@mfa_ukraine @jamala Fly her urgently to #Raqqa for serving #Ummah's #Warriors #Resistance 2 #Russian #aggression! #SexJihad #ComfortWomen
Zaretten	"Way should I feel sorry for someone allegedly being ""used"", who herself used a media circus for her activism?@JohnDelacour @teite99 @jamala"
Makeiev	"RT @olex_scherba: I remind those who dub Jamala's song as ""political"": it received 10 points in #Austria televoting (2nd to Poland). It mea…"
renste20	RT @queen_gagarina: if only y'all Russia fans stopped trashing Jamala and calling her names it would be really nice you know
MontesVlogs	I liked a @YouTube video https://t.co/PbaUUuaN2x LIVE - Jamala - 1944 (Ukraine) at the Grand Final of the 2016 Eurovision Song Contest
ddlovatoUA	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
MasusanGH	RT @wiwibloggs: France's Le Petit Journal asks candidates — including Iveta, Samra, Poli and Jamala — a series of heated questions https://…
dare_darou	I liked a @YouTube video https://t.co/41YZbpuTi0 Jamala - 1944 (Ukraine) Live at Semi-Final 2 of the 2016 Eurovision Song Contest
eurospainvision	@jamala When the official video of 1994??😊
petejohn10	"RT @JohnDelacour: .@gizhkoandrii 
@jamala did not “represent #Ukraine”. She simply became tool in the West’s anti-Russian campaign.
@OctDal…"
itsmekinley	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
InsideNATO	.@NATO @jamala Let's sing a song about babies in Iraq &amp; Afghanistan harmed by depleted uranium shot by NATO-Members. https://t.co/QUJR7wn7d2
petejohn10	RT @JohnDelacour: I must say I feel a little sorry for @jamala, from the start simply a tool in the West’s ❝#CrimeanTatars❞ campaign https:…
HatHooi	"RT @JohnDelacour: .@gizhkoandrii 
@jamala did not “represent #Ukraine”. She simply became tool in the West’s anti-Russian campaign.
@OctDal…"
wavetossed	"RT @JohnDelacour: .@gizhkoandrii 
@jamala did not “represent #Ukraine”. She simply became tool in the West’s anti-Russian campaign.
@OctDal…"
Sandruschkaa	People making drama russia being crybabies but nobody makes drama about jamala sayin that she couldnt take part if the song was called 2014
dekikrim	"@NATO @jamala this year's ""winner"" is not the one who should really win the contest."
tsnowbird5000	RT @TheBankova: President awarded @jamala title of the People’s Artist of Ukraine https://t.co/2df8J9zHP5
pharaphrasing	RT @ESCTyrone: Feel really sorry for jamala, she's defiantly one of the most unpopular Eurovision winners there has ever been 😱😭 https://t.…
XSovietNews	LifeNews: Eurovision organisers leave Jamala as winner of contest. https://t.co/yBrIu40oFs
badgerlyminge	RT @JudithGoughFCO: Shameless picture of excited fan (me) with @jamala #Eurovision #NextGenUA https://t.co/5a3M9QKymt
InsideNATO	@NATO @jamala After that we sing songs about countries that have been fucked up by NATO-Members &amp; about a #TerrorThreatLevel at record high.
dekikrim	@NATO @jamala but the amount of people who've signed this shows that how many people are sure that
InsideNATO	@NATO @jamala Are you ready?
JohnDelacour	".@Zaretten The whole “#CrimeanTatars” circus is a creation of #USA &amp; #EU
See my previous tweets: https://t.co/YrrPov7Rem
@teite99 @jamala"
dekikrim	@NATO @jamala We understand that jury voting and televoting process is a hard and emotional one,
wavetossed	"RT @JohnDelacour: .@MusicMiscreant @Malinka1102 
For @jamala to say she can’t visit grandpa in #Crimea is simply a LIE 
@shaunwalker7 @guar…"
wavetossed	"RT @JohnDelacour: .@gizhkoandrii You won’t find the term neo-nazi in my TL for over a year. Nothing prevents Jews being Nazis.
@jamala @Oct…"
dekikrim	@NATO @jamala This petition is dedicated to European Broadcasting Union from all the fans that not agree with the results from Eurovision
escobsession	@ESCTyrone I agree. 1944 is an amazing, powerful song that fully deserved its victory @jamala should not have to deal with all this backlash
Russian_stud	"Poroshenko: Jamala's Song was called ""our Crimea"" - https://t.co/Uxps3zHRDP https://t.co/8Wy0QsTecz"
eraykirimtay	"RT @MU_ULKER: 1944 Jamala winner Eurovision song contest 2016, wishes freedom and peace to all nations
￼""Yasligima toyalmadim, men bu yerde…"
NATO1325	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
birgitvirnich	"RT @EuromaidanPress: ""Crimean authorities"" invite #Jamala to the occupied peninsula, but there is one condition...https://t.co/z84E6m4yDO h…"
UKreality	RT @TheBankova: President awarded @jamala title of the People’s Artist of Ukraine https://t.co/2df8J9zHP5
rjpyqg	RT @TetyanaStadnyk: RT this max. Video footage to #Jamala song with evidence of #Russian annexation of #Crimea. everyone deletes it.  https…
5hisreaI	RT @ESCTyrone: Feel really sorry for jamala, she's defiantly one of the most unpopular Eurovision winners there has ever been 😱😭 https://t.…
dekikrim	@ObamoliniB @NATO @jamala 90% of the Crimean Tatars collaborated with fascists.NATO=NAZI https://t.co/cOJPApmSfJ
AlfrNeuman	Question for Jamala: If it's wrong to remove ethnic Tatars from Crimea, is it also wrong to remove ethnic Russians from Ukraine?
dlKosovo	Jamala Says Song More Artistic Than Political: Ukrainian Eurovision winner Jamala said her song was more abou... https://t.co/xNyM2dHWzr
sennevds22	@jamala fucking shit
sintonia7	RT @TheBankova: President awarded @jamala title of the People’s Artist of Ukraine https://t.co/2df8J9zHP5
MusicMiscreant	@JohnDelacour @Malinka1102 @jamala @shaunwalker7 @guardian @heidistephens Of course - Ukrainians still go bloody holiday in #Crimea
abdelfadili	RT @margotwallstrom: Must remember fate of Crimean Tatars in 1944 and onwards. Congrats @jamala! #Eurovision2016
jake98645	RT @ESCTyrone: Feel really sorry for jamala, she's defiantly one of the most unpopular Eurovision winners there has ever been 😱😭 https://t.…
euro_fanaticos	RT @wiwibloggs: France's Le Petit Journal asks candidates — including Iveta, Samra, Poli and Jamala — a series of heated questions https://…
freddiespioneer	RT @wiwibloggs: France's Le Petit Journal asks candidates — including Iveta, Samra, Poli and Jamala — a series of heated questions https://…
stephencrump	RT @ESCTyrone: Feel really sorry for jamala, she's defiantly one of the most unpopular Eurovision winners there has ever been 😱😭 https://t.…
bemaksx	#RFERL Eurovision Winner Jamala Says Song Won On Artistic, Not Political, Grounds https://t.co/I1BWyBTKSa #CentralAsia
wavetossed	"RT @JohnDelacour: .@OctDalby
Is there any evidence that @jamala’s forebears were among those many Tatars that fought on Hitler’s side? I ca…"
Jamala1944	"RT @TheGoldxnBoy: Yo es que a Jamala me la imagino como: ""When ukranians are coming, they come to Stockholm, they fuck Russia and say: JÓDE…"
MusicMiscreant	@JohnDelacour @Malinka1102 @jamala @shaunwalker7 @guardian @heidistephens exactly - Ukrainians still go on holiday to #Crimea FFS!
dekikrim	@NATO @jamala  90% of the Crimean Tatars collaborated with fascists.NATO=NAZI https://t.co/GKarw5oLQQ
DimitrisDimJim	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
LoisEckels	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
